"rideshare toronto to ottawa August 18th, 2017 rideshare ottawa to toronto August 20th, 2017 3 spots available extra for any specific pickup or drop off, downtown, brampton, mississauga, kingston, hamilton, waterloo, cambridge, guelph, etc... flexible with timing as well! other drives: rideshare toronto to ottawa August 25th, 2017 rideshare toronto to ottawa September 1st, 2017 rideshare ottawa to toronto August 27th, 2017 rideshare ottawa to toronto September 3rd, 2017",Not Labeled,
"driving from waterloo to sauga. anytime after 5pm today.",Not Labeled,
"Driving Waterloo to Downtown Toronto at 11am today",Not Labeled,
"driving From Mississauga to Waterloo friday August 18th at 4:30 PM. Inbox for more details!",Not Labeled,
"Driving: Waterloo -> Markham Friday August 18th, $15.  Pick up at BK, drop off along 404 or around Markham.  Comment and msg for a spot!",Not Labeled,
"DRIVING from Waterloo to DT Toronto on Friday August 18th @ 6pm  Pickup: 7/11 Drop off: Union Stn Inbox or Text @ 647-532-5913",Not Labeled,
"Driving today, Friday Aug 18, from Waterloo to Toronto at 3:15 pm. $15 to Union $20 door to door anywhere in GTA west of Scarborough 2 seats + middle seat available PM me or comment here. Thanks!",Not Labeled,
"Driving Aug 18th Fri 9am,Richmond hill=>>loo Pick-up:Times square,Fairview,Sheppard-yonge,yorkdale Drop off:7-Eleven,burger king plaza $15,d2d$20 Plz text 226-600-0025",Not Labeled,
"Driving: Waterloo (BK) -> Yonge & Finch, today at 1:00 pm",Not Labeled,
"Driving Round Trip Saturday August 19:  Markham (Markville/FMP) -> Waterloo @ 12 PM  Waterloo -> Markham @ 4 PM  Taking 407",Not Labeled,
